,filename,tsneX,tsneY,pcaX,pcaY,umapX,umapY,isoX,isoY,active,color,kcolor2,kcolor3,kcolor4,kcolor5,kcolor6,kcolor7,kcolor8,kcolor20,duration,phone_position,script,loudness,distress,zero_crossing,harmonics,pauses,max_intensity,intensity,pitch,pitch_range,shimmer,jitter,spectral_slope,mean_mfcc,spectral_rolloff,energy,speechrate,affect
10,shout_data_0164bbe9-ac5c-4aaf-8b01-2e2c1b570286/final/chunk11.wav,-78.1675,-22.131355,-45.00851278,-35.25548698,9.640762,-79.75453,-42.17624155,-36.49207337,1,black,blue,green,blue,green,orange,teal,teal,orange,2.979002268,Place phone on the opposite side of the room face down on a hard surface 13/19,banana and mustard sandwiches,Shouting,Not Distressed,0.19109587,17.14338017,0.119,107.5883281,72.83842983,472.8035444,314.3905111,0.102356293,0.012654851,-0.025300067,-23.793865,2351.450893,0.022453228,3.021148036,neutral
11,shout_data_01afa134-3b39-497a-ba65-5a63dfe4b682/final/chunk00.wav,-10.024986,54.729385,-57.1824932,-31.2247639,-52.391014,-6.439995,-56.71824371,4.247712475,1,black,blue,blue,green,green,blue,yellow,red,yellow,3.390022676,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,fluffy baseboard yogurt division,Shouting,Distressed,0.136698684,7.17589057,0.1374,104.3256879,69.74079517,433.2781299,318.7694866,0.161039089,0.028727249,-0.013235802,-21.747963,1665.757665,0.012539655,2.359882006,joy
12,shout_data_01afa134-3b39-497a-ba65-5a63dfe4b682/final/chunk21.wav,44.71173,37.804398,-65.83619086,20.26375579,-62.60814,50.279755,-66.95128386,6.451140882,1,black,blue,blue,green,red,purple,purple,brown,black,2.846031746,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,fluffy baseboard yogurt division,Talking,Not Distressed,0.095540365,8.236673292,0.1354,96.5113054,63.56056453,253.294331,188.0839919,0.174819806,0.037097085,-0.004182775,-18.704594,1179.424157,0.002529157,3.513703443,joy
13,shout_data_01c2b010-e051-4f96-90df-cd5833e0f027/final/chunk11.wav,-14.117905,12.005875,-53.43008118,65.78032635,-60.390957,-47.00689,-52.6091283,-5.439246357,1,black,blue,blue,blue,green,blue,teal,green,green,2.243038549,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,the thunder break craze,Talking,Distressed,0.152993114,4.918571702,0.113,105.6632981,72.62185876,125.2660716,55.63347672,0.156278853,0.036403478,-0.041987972,-18.252617,1879.443128,0.015975835,3.12082033,fear
14,shout_data_01c2b010-e051-4f96-90df-cd5833e0f027/final/chunk21.wav,-46.744137,-1.9279709,-46.73766349,21.29078295,-8.072548,-74.19829,-45.1828439,-3.530812802,1,black,blue,green,blue,green,orange,teal,teal,orange,2.090022676,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,the thunder break craze,Shouting,Distressed,0.168827266,6.808834831,0.104333333,109.6250696,78.48161189,242.6252206,193.7097686,0.111466623,0.023394139,-0.154433322,-18.18484,2255.859375,0.057300122,2.870813397,fear
15,shout_data_02239c29-ec7f-4b0f-b3fa-0c3cac90f479/final/chunk11.wav,43.240837,66.924835,-63.53593105,-3.255519254,-78.172745,41.398636,-64.53308885,1.469437682,1,black,blue,blue,green,red,purple,yellow,red,teal,2.244036281,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,five dollar slaw onion cure,Talking,Distressed,0.111076434,9.7957896,0.0665,106.2279108,75.59223753,102.0372104,401.9415378,0.102519856,0.016272048,-0.080610245,-18.243969,1311.055983,0.031660707,2.673796791,disgust
16,shout_data_02239c29-ec7f-4b0f-b3fa-0c3cac90f479/final/chunk14.wav,66.96541,38.25743,-70.36917603,0.274444796,-68.17477,71.50238,-74.30349866,9.591099093,1,black,blue,blue,green,red,purple,purple,brown,black,2.292018141,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,five dollar slaw onion cure,Talking,Not Distressed,0.079501065,9.706628242,0.067,107.6755809,76.28042947,108.855042,378.9752712,0.109456242,0.024501788,-0.111891738,-19.109888,925.8357558,0.03791229,2.617801047,disgust
17,shout_data_022cc478-625c-48a5-a9cd-440b562f44ef/final/chunk21.wav,-15.497131,48.634857,-55.51768568,-15.00951152,-51.75168,-15.300423,-55.40449357,-0.80553352,1,black,blue,blue,blue,green,blue,yellow,green,blue,3.600997732,Hold your phone next to your hip with the back of phone on your palm 4/19,five dollar slaw onion cure,Shouting,Not Distressed,0.131429036,13.42287794,0.21825,107.975717,73.82101174,337.5146641,304.2288322,0.077033256,0.00868046,-0.028512617,-21.152636,1760.447485,0.034170156,2.221606509,surprise
18,shout_data_02516c2b-1eeb-41d0-b763-f95934075acb/final/chunk20.wav,7.7841644,52.963226,-59.36011363,-22.29801239,-65.12751,7.2612686,-59.6294206,4.274728151,1,black,blue,blue,green,red,blue,yellow,red,yellow,4.241043084,Place phone on the opposite side of the room face down on a soft surface 14/19,ripped ocean jumper,Shouting,Distressed,0.132620389,14.20259332,0.15475,111.2076345,78.27277692,474.5309226,247.7013707,0.135173107,0.017653003,-0.069938481,-24.056759,1542.458386,0.112443705,2.122141004,sadness
19,shout_data_025fe60f-18ca-47e0-b38e-c32bf710e753/final/chunk20.wav,16.926758,69.45389,-61.64043279,-30.73875072,-76.98147,16.005257,-62.07651322,3.540578854,1,black,blue,blue,green,red,purple,yellow,red,yellow,3.399002268,Place phone 1-2 meters away in a bag 11/19,join the Ear Look club,Talking,Not Distressed,0.11550675,10.71093754,0.1635,100.1488919,65.2024059,305.4448547,400.3203065,0.141826151,0.030094154,-0.008330763,-26.757502,1415.948276,0.004420811,3.236245955,joy
20,shout_data_025fe60f-18ca-47e0-b38e-c32bf710e753/final/chunk30.wav,16.722122,62.474,-61.04081515,-35.68157618,-72.836044,17.474106,-61.37524775,9.596937418,1,black,blue,blue,green,red,purple,yellow,red,yellow,3.233015873,Place phone 1-2 meters away in a bag 11/19,join the Ear Look club,Shouting,Not Distressed,0.114351981,11.87805387,0.206,105.4635768,71.21849345,394.4461915,365.1630986,0.153874181,0.024333302,-0.02800877,-24.809927,1448.807566,0.016817992,2.474481905,joy
21,shout_data_02ff6909-0339-45b8-a68f-d0e23a22da49/final/chunk00.wav,-58.537582,0.3496933,-45.64556902,-5.940944106,-9.933105,-68.84134,-43.2192714,-4.20361431,1,black,blue,green,blue,green,orange,teal,teal,orange,3.250022676,Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19,the thunder break craze,Shouting,Distressed,0.185501535,6.415921495,0.154,106.8047746,74.71059081,377.5299569,235.9741084,0.165871526,0.033071497,-0.054936886,-25.465845,2316.239754,0.037773199,2.769230769,fear
22,shout_data_02ff6909-0339-45b8-a68f-d0e23a22da49/final/chunk20.wav,-55.798637,7.656105,-46.57998997,-2.395611322,-14.439835,-66.17547,-44.92959186,-4.585280757,1,black,blue,green,blue,green,orange,teal,teal,orange,3.239002268,Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19,the thunder break craze,Talking,Distressed,0.17608817,6.67309685,0.152,98.41123844,65.58809055,305.5207003,266.6335913,0.167327781,0.033100276,-0.008992154,-25.425406,2264.340049,0.00459958,1.543686323,fear
23,shout_data_03b493bc-079c-4046-822b-b49c16dcdecc/final/chunk10.wav,-48.83897,-23.989616,-42.13012253,22.93078323,10.5532,-66.032074,-39.84255471,-14.56887364,1,black,blue,green,blue,blue,orange,green,teal,purple,2.961043084,Place phone as far away as possible while on on the opposite side of a wall from you face down on a hard surface 17/19,snow meteor down the chimney,Shouting,Not Distressed,0.220035553,6.510807139,0.328,90.83818205,58.23702954,206.2933311,211.3038631,0.190016156,0.037482025,-0.00177706,-28.786654,2515.906025,0.000781373,3.37723742,joy
24,shout_data_03c0821a-4189-4b69-b132-24829b560002/final/chunk30.wav,-25.972881,29.52594,-53.11043374,-8.906683905,-46.366867,-45.74814,-52.27576506,-1.255690287,1,black,blue,blue,blue,green,blue,teal,green,blue,3.644036281,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,five dollar slaw onion cure,Shouting,Distressed,0.130088077,14.72464863,0.119,105.7791272,70.63068799,410.3287909,227.0887148,0.127498309,0.017892586,-0.019896734,-24.995115,1895.216557,0.01657766,2.744237102,fear
25,shout_data_044b9cb7-facb-4aa9-825c-e13d01369a11/final/chunk01.wav,52.972595,40.86342,-67.42912107,12.50094266,-67.467445,56.023132,-69.68924392,7.36577624,1,black,blue,blue,green,red,purple,purple,brown,black,2.486031746,Place phone on the opposite side of the room in a bag 15/19,the thunder break craze,Talking,Not Distressed,0.085562247,8.62428656,0.159333333,103.1581686,70.60193001,218.1638403,248.2929128,0.174432931,0.027196284,-0.027993727,-22.118948,1090.144231,0.011136857,1.609010459,anger
26,shout_data_044b9cb7-facb-4aa9-825c-e13d01369a11/final/chunk21.wav,29.987785,55.9653,-62.97811016,-25.70011331,-73.82511,32.447845,-64.59006005,10.24007799,1,black,blue,blue,green,red,purple,yellow,red,teal,2.566031746,Place phone on the opposite side of the room in a bag 15/19,the thunder break craze,Shouting,Not Distressed,0.112388267,10.04613643,0.1835,107.1559015,73.5659843,408.6693963,307.1431015,0.180559585,0.021340099,-0.041356125,-24.310444,1339.341286,0.022766789,2.727981294,anger
27,shout_data_044b9cb7-facb-4aa9-825c-e13d01369a11/final/chunk41.wav,51.157654,46.73468,-66.26687105,-10.07929641,-69.680084,52.86125,-68.21017469,7.988321879,1,black,blue,blue,green,red,purple,purple,brown,black,2.645034014,Place phone on the opposite side of the room in a bag 15/19,the thunder break craze,Talking,Not Distressed,0.094465289,8.152605911,0.193666667,105.3410001,72.69800316,288.2666681,310.9416875,0.182448703,0.033499901,-0.04170061,-23.783949,1155.147429,0.019237241,2.646502836,anger
28,shout_data_04960e86-0cad-43c7-bba0-b554de657666/final/chunk00.wav,-40.872646,-2.437027,-47.2447238,42.73116982,-6.444458,-75.72808,-45.91994383,-5.6304224,1,black,blue,green,blue,green,blue,teal,teal,brown,3.47600907,Place phone 1-2 meters away face up on any surface 8/19,banana and mustard sandwiches,Talking,Distressed,0.180432943,20.35205237,0.253333333,108.1900644,74.46264775,218.3693272,106.3007402,0.055703292,0.013810488,-0.081723378,-19.60783,2227.281442,0.038174688,2.301495972,fear
29,shout_data_04960e86-0cad-43c7-bba0-b554de657666/final/chunk50.wav,-44.09334,-70.278015,-35.82764266,-38.43207598,49.46675,-56.83516,-32.1355235,0.585651599,1,black,blue,green,yellow,blue,orange,green,yellow,green,3.822040816,Place phone 1-2 meters away face up on any surface 8/19,banana and mustard sandwiches,Shouting,Distressed,0.195883641,19.83433649,0.131,111.211851,78.83197086,495.1246422,316.6629641,0.065800541,0.011171709,-0.158422976,-21.0291,2868.645543,0.114944831,3.139717425,fear
30,shout_data_04d51618-2c6a-4f9a-adc7-89ce2d7f4eff/final/chunk10.wav,18.45485,-64.34622,-16.48339713,6.579899683,74.08684,3.0381088,-11.25275172,-44.32038115,1,black,green,green,yellow,purple,green,red,purple,purple,3.427029478,Place phone 1-2 meters away face down on a hard surface 9/19,hungry action hippos fruit,Shouting,Not Distressed,0.424900364,4.699079146,0.071,109.5678138,78.3078959,202.7927686,297.2194069,0.197536925,0.041090523,-0.124783311,-21.619211,3961.519798,0.091242698,2.334403268,fear
31,shout_data_04d51618-2c6a-4f9a-adc7-89ce2d7f4eff/final/chunk40.wav,16.475525,-62.49758,-16.87580851,-30.42004748,71.75021,4.645668,-11.33461298,3.267318281,1,black,green,green,yellow,purple,green,red,purple,purple,3.55600907,Place phone 1-2 meters away face down on a hard surface 9/19,hungry action hippos fruit,Shouting,Distressed,0.308955205,5.755111291,0.051,111.456502,79.64527005,364.8933389,368.1677781,0.176669992,0.035461834,-0.157447085,-22.345194,3938.061377,0.128868154,2.530933633,fear
32,shout_data_04d51618-2c6a-4f9a-adc7-89ce2d7f4eff/final/chunk60.wav,12.829369,-60.165054,-20.0464854,-5.057464519,71.507904,1.8026886,-14.79045373,-19.29890247,1,black,green,green,yellow,purple,green,red,purple,purple,3.207029478,Place phone 1-2 meters away face down on a hard surface 9/19,hungry action hippos fruit,Talking,Distressed,0.487522482,4.016178083,0.075,105.1766242,71.25585762,157.7894609,382.6074235,0.229079562,0.048124277,-0.026229276,-23.26858,3761.368355,0.016792149,1.559089492,fear
33,shout_data_050a4295-d14c-4424-9ba1-c3e086cb4cd2/final/chunk24.wav,-13.014931,72.23547,-56.96749142,-39.02333427,-65.96512,-13.23101,-56.70592011,2.340391576,1,black,blue,blue,green,green,blue,yellow,red,blue,3.610022676,Place your phone in your pocket 6/19,fluffy baseboard yogurt division,Talking,Distressed,0.132549579,8.02377048,0.231375,96.32197124,63.84852631,261.9961984,470.1234031,0.208247572,0.035419873,-0.006197748,-17.951897,1679.894912,0.003447709,3.601108033,sadness
34,shout_data_052a5229-4586-418c-9e31-43a68ead0261/final/chunk50.wav,14.187286,-59.541878,-17.82163557,-6.351130221,72.39888,2.1699219,-13.54129527,-46.67289336,1,black,green,green,yellow,purple,green,red,purple,purple,3.498004535,Hold your phone next to your face with your hand covering the mic 3/19,wolf ring lights are fantastic,Talking,Not Distressed,0.301725476,6.596301764,0.0965,109.5675497,77.88498738,113.6372098,418.4123651,0.10787192,0.026918498,-0.118327253,-19.873219,3887.266578,0.084546136,2.001143511,neutral
35,shout_data_0548510d-941e-4e80-8763-50740354aad9/final/chunk00.wav,23.81424,30.546173,-63.57527605,38.61971673,-56.35169,26.833435,-63.89740615,4.359357956,1,black,blue,blue,green,red,purple,yellow,red,teal,3.511020408,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,ripped ocean jumper,Shouting,Not Distressed,0.136860095,12.89565726,0.336333333,109.0747798,72.48917318,158.3651812,162.5972717,0.077168898,0.018055538,-0.046482264,-21.95858,1307.670455,0.024462897,1.708914839,fear
36,shout_data_0548510d-941e-4e80-8763-50740354aad9/final/chunk30.wav,-42.653194,60.225983,-51.78282574,-57.23177321,-38.27808,-30.389278,-50.55517175,-1.140127308,1,black,blue,blue,blue,green,blue,teal,green,teal,3.859002268,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,ripped ocean jumper,Shouting,Not Distressed,0.197575552,20.94843615,0.16975,105.373661,69.34181998,320.2558931,520.173183,0.066642874,0.009108113,-0.014107476,-26.803688,1971.663501,0.013062474,1.554806945,fear
37,shout_data_059e5e93-d0a0-47ad-bd5e-7de5ca539bcb/final/chunk21.wav,-53.92218,-41.972996,-40.71629079,-14.47184127,28.180054,-61.53502,-37.86712129,-24.75491063,1,black,blue,green,blue,blue,orange,green,teal,red,3.123038549,Hold your phone next to your face with your hand covering the mic 3/19,join the Ear Look club,Shouting,Not Distressed,0.211657263,5.199043773,0.120666667,108.6191382,78.79298656,187.046323,404.2874833,0.12196736,0.018249896,-0.09090701,-19.763186,2596.283063,0.092818443,2.88184438,joy
38,shout_data_059e5e93-d0a0-47ad-bd5e-7de5ca539bcb/final/chunk23.wav,-48.016468,-55.476227,-38.82969259,12.85551881,34.38482,-63.47798,-35.99655303,-8.217526893,1,black,blue,green,yellow,blue,orange,green,teal,red,3.825034014,Hold your phone next to your face with your hand covering the mic 3/19,join the Ear Look club,Shouting,Not Distressed,0.235387074,6.65464239,0.164333333,110.1839275,79.91761058,328.8857141,178.814409,0.124173433,0.02134075,-0.110835756,-21.119259,2700.665912,0.147885219,3.137254902,joy
39,shout_data_0617afff-861b-45d6-a53c-b3917c9d4d10/final/chunk00.wav,19.234383,38.941628,-61.10678795,16.88466906,-60.28042,23.172035,-61.76496624,6.293985295,1,black,blue,blue,green,red,purple,yellow,red,teal,2.361043084,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,snow meteor down the chimney,Talking,Not Distressed,0.096057368,9.985080977,0,86.16243836,56.15536257,276.717562,190.0305777,0.16024638,0.030778592,-0.001103643,-27.398476,1445.734797,0.000380214,4.659042778,neutral
40,shout_data_064f43ab-8973-4c2b-9c0f-32fbc5ae315f/final/chunk11.wav,-13.322235,51.426636,-56.00371143,-38.39026797,-49.850716,-9.247421,-55.45355529,6.608765663,1,black,blue,blue,blue,green,blue,yellow,green,blue,2.181043084,Place phone on the opposite side of the room face down on a soft surface 14/19,heavy undersea birthday pumpkins,Shouting,Distressed,0.13536299,19.92603234,0.0752,108.3682315,78.35372371,532.373397,287.7197889,0.08104634,0.012884266,-0.161081506,-19.567629,1731.17378,0.058043015,5.502063274,surprise
41,shout_data_068c0270-4533-4320-bccc-1328b99ded1a/final/chunk31.wav,-51.788155,-16.781734,-42.95076622,14.19059633,3.4669418,-68.663055,-40.52935144,-8.713752338,1,black,blue,green,blue,blue,orange,green,teal,purple,3.047029478,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,zebra cats walking on lamps,Talking,Not Distressed,0.210667466,11.36428171,0.165,108.446179,73.32618531,212.2860091,248.9095291,0.098906171,0.026981943,-0.053479522,-20.721598,2469.706075,0.025672329,2.625533311,sadness
42,shout_data_073b4050-bae0-483b-95f7-e7dd33bba414/final/chunk20.wav,-10.525482,48.02307,-56.64167239,-12.79985122,-54.78578,-8.410065,-56.55658861,4.666835414,1,black,blue,blue,green,green,blue,yellow,red,blue,2.952018141,Place your phone in a bag and hold it next to your hip 7/19,hungry action hippos fruit,Shouting,Not Distressed,0.133831024,9.877698001,0.09975,104.7825178,71.74532923,368.8661049,272.6365793,0.160625659,0.024212616,-0.033159226,-22.907688,1696.722699,0.017313069,2.032520325,joy
43,shout_data_073b4050-bae0-483b-95f7-e7dd33bba414/final/chunk61.wav,-61.28336,7.1511154,-46.89069044,-20.28470439,-13.899063,-63.41873,-44.95922557,-3.276776847,1,black,blue,green,blue,green,orange,teal,teal,orange,2.941043084,Place your phone in a bag and hold it next to your hip 7/19,hungry action hippos fruit,Shouting,Distressed,0.172913078,9.305281687,0.134,104.2353443,70.37425149,399.3244471,290.5690117,0.153008653,0.027030325,-0.020828916,-23.61427,2246.008832,0.012557027,2.72016321,joy
44,shout_data_078c7c0e-2f6b-4854-9556-d28364ff1a9b/final/chunk60.wav,22.280716,45.57682,-61.56858927,-3.344307807,-65.14284,26.264786,-62.37710192,2.301100318,1,black,blue,blue,green,red,purple,yellow,red,teal,3.41600907,Place your phone in a bag and hold it next to your hip 7/19,five special guest treasures,Talking,Distressed,0.117154508,12.16165438,0.347,92.60234575,59.56914985,301.867497,270.7097343,0.125128392,0.023614836,-0.002251163,-32.699013,1419.684579,0.001217014,2.341920375,sadness
45,shout_data_07a187b8-98e3-4e75-9124-28ef6fdcc60e/final/chunk03.wav,-80,-21.592255,-45.81902327,-37.98345532,9.436508,-79.97151,-42.36349018,-48.77528846,1,black,blue,green,blue,green,orange,teal,teal,orange,2.251020408,Place phone on the opposite side of the room face down on a hard surface 13/19,fluffy baseboard yogurt division,Shouting,Distressed,0.156139256,13.00739397,0.085,108.7294328,79.34677875,510.4437917,302.3515295,0.140743294,0.017628744,-0.107134856,-20.203146,2305.387677,0.075436581,4.442470013,neutral
46,shout_data_07a187b8-98e3-4e75-9124-28ef6fdcc60e/final/chunk05.wav,33.833305,65.50928,-64.45596764,-54.64374365,-78.358734,35.03193,-65.93019757,7.734642048,1,black,blue,blue,green,red,purple,purple,red,teal,3.269024943,Place phone on the opposite side of the room face down on a hard surface 13/19,fluffy baseboard yogurt division,Shouting,Distressed,0.103816905,12.08072492,0.0732,109.8029567,79.66447005,337.1785334,493.7202682,0.158986782,0.027621913,-0.146137888,-21.992022,1257.227199,0.11878293,3.670847354,neutral
47,shout_data_07eeb496-fba0-4d57-931a-eb61e214b2d2/final/chunk01.wav,-63.729187,-33.1439,-42.19218748,-10.73389897,20.142822,-70.458916,-39.48457711,-2.897390816,1,black,blue,green,blue,blue,orange,green,teal,red,2.73600907,Place phone on the opposite side of the room in a bag 15/19,heavy undersea birthday pumpkins,Talking,Distressed,0.197633905,9.533583632,0.147166667,108.4674395,77.98875174,289.0063347,318.3982014,0.109950667,0.024255416,-0.132679056,-20.235638,2511.916342,0.067258811,3.289473684,anger
48,shout_data_07eeb496-fba0-4d57-931a-eb61e214b2d2/final/chunk03.wav,-74.5671,-43.35456,-42.26407814,-52.55999271,25.880318,-75.50555,-39.57769779,0.863899156,1,black,blue,green,blue,blue,orange,green,teal,red,2.82,Place phone on the opposite side of the room in a bag 15/19,heavy undersea birthday pumpkins,Shouting,Not Distressed,0.20414959,10.11335445,0.1018,109.0892902,79.62392202,459.8606319,406.9126713,0.118333561,0.025529554,-0.146435888,-18.374983,2506.485849,0.101242081,3.191489362,anger
49,shout_data_0810be46-fcbe-4fc0-8460-c29fd55b252c/final/chunk20.wav,-47.883595,-1.9181519,-46.77430544,18.84669215,-7.358261,-73.58403,-44.9224647,-10.35014213,1,black,blue,green,blue,green,orange,teal,teal,orange,4.085034014,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,snow meteor down the chimney,Shouting,Not Distressed,0.197404341,11.82878839,0.072,111.9548709,80.02762147,289.0864875,174.6381754,0.091152175,0.018334931,-0.186601727,-21.12068,2253.304504,0.161982658,2.203182375,fear
50,shout_data_0810be46-fcbe-4fc0-8460-c29fd55b252c/final/chunk30.wav,16.678116,26.615013,-60.4432715,74.30561022,-54.069565,17.412247,-59.85794739,-2.719369842,1,black,blue,blue,green,red,purple,yellow,red,green,3.483038549,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,snow meteor down the chimney,Talking,Distressed,0.175865325,10.50688414,0.061,108.8808399,76.28878454,93.92753663,33.74635241,0.104022622,0.016618985,-0.117440107,-17.967712,1484.446674,0.058263381,2.296870514,fear
51,shout_data_081c11c3-f058-438a-8dc1-fa48c61f221e/final/chunk22.wav,-49.0252,-13.299835,-44.03098112,27.82878567,0.952446,-71.196205,-42.28078013,-8.015272082,1,black,blue,green,blue,green,orange,teal,teal,purple,2.674013605,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,zebra cats walking on lamps,Talking,Not Distressed,0.224310513,11.74080293,0.15425,102.3204127,69.93677216,212.8946816,182.6123622,0.09314747,0.024145802,-0.023169581,-23.106108,2408.646663,0.010312901,2.991772625,sadness
