filename,duration,analyse_zero_crossing,analyse_harmonics,pauses,get_max_intensity,analyse_intensity,analyse_pitch,analyse_pitch_range,analyse_shimmer,analyse_jitter,spectral_slope,analyse_mfcc,mean_spectral_rolloff,get_energy,speechrate(nsyll / dur),phone_position,script,loudness,distress,affect
shout_data_02239c29-ec7f-4b0f-b3fa-0c3cac90f479/final/chunk11.wav,2.244036281,0.111076434,9.7957896,0.0665,106.2279108,75.59223753,102.0372104,401.9415378,0.102519856,0.016272048,-0.080610245,-18.243969,1311.055983,0.031660707,2.673796791,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,five dollar slaw onion cure,Talking,Distressed,disgust
shout_data_02239c29-ec7f-4b0f-b3fa-0c3cac90f479/final/chunk14.wav,2.292018141,0.079501065,9.706628242,0.067,107.6755809,76.28042947,108.855042,378.9752712,0.109456242,0.024501788,-0.111891738,-19.109888,925.8357558,0.03791229,2.617801047,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,five dollar slaw onion cure,Talking,Not Distressed,disgust
shout_data_022cc478-625c-48a5-a9cd-440b562f44ef/final/chunk21.wav,3.600997732,0.131429036,13.42287794,0.21825,107.975717,73.82101174,337.5146641,304.2288322,0.077033256,0.00868046,-0.028512617,-21.152636,1760.447485,0.034170156,2.221606509,Hold your phone next to your hip with the back of phone on your palm 4/19,five dollar slaw onion cure,Shouting,Not Distressed,surprise
shout_data_02516c2b-1eeb-41d0-b763-f95934075acb/final/chunk20.wav,4.241043084,0.132620389,14.20259332,0.15475,111.2076345,78.27277692,474.5309226,247.7013707,0.135173107,0.017653003,-0.069938481,-24.056759,1542.458386,0.112443705,2.122141004,Place phone on the opposite side of the room face down on a soft surface 14/19,ripped ocean jumper,Shouting,Distressed,sadness
shout_data_025fe60f-18ca-47e0-b38e-c32bf710e753/final/chunk20.wav,3.399002268,0.11550675,10.71093754,0.1635,100.1488919,65.2024059,305.4448547,400.3203065,0.141826151,0.030094154,-0.008330763,-26.757502,1415.948276,0.004420811,3.236245955,Place phone 1-2 meters away in a bag 11/19,join the Ear Look club,Talking,Not Distressed,joy
shout_data_025fe60f-18ca-47e0-b38e-c32bf710e753/final/chunk30.wav,3.233015873,0.114351981,11.87805387,0.206,105.4635768,71.21849345,394.4461915,365.1630986,0.153874181,0.024333302,-0.02800877,-24.809927,1448.807566,0.016817992,2.474481905,Place phone 1-2 meters away in a bag 11/19,join the Ear Look club,Shouting,Not Distressed,joy
shout_data_02ff6909-0339-45b8-a68f-d0e23a22da49/final/chunk00.wav,3.250022676,0.185501535,6.415921495,0.154,106.8047746,74.71059081,377.5299569,235.9741084,0.165871526,0.033071497,-0.054936886,-25.465845,2316.239754,0.037773199,2.769230769,Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19,the thunder break craze,Shouting,Distressed,fear
shout_data_02ff6909-0339-45b8-a68f-d0e23a22da49/final/chunk20.wav,3.239002268,0.17608817,6.67309685,0.152,98.41123844,65.58809055,305.5207003,266.6335913,0.167327781,0.033100276,-0.008992154,-25.425406,2264.340049,0.00459958,1.543686323,Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19,the thunder break craze,Talking,Distressed,fear
shout_data_03b493bc-079c-4046-822b-b49c16dcdecc/final/chunk10.wav,2.961043084,0.220035553,6.510807139,0.328,90.83818205,58.23702954,206.2933311,211.3038631,0.190016156,0.037482025,-0.00177706,-28.786654,2515.906025,0.000781373,3.37723742,Place phone as far away as possible while on on the opposite side of a wall from you face down on a hard surface 17/19,snow meteor down the chimney,Shouting,Not Distressed,joy
shout_data_03c0821a-4189-4b69-b132-24829b560002/final/chunk30.wav,3.644036281,0.130088077,14.72464863,0.119,105.7791272,70.63068799,410.3287909,227.0887148,0.127498309,0.017892586,-0.019896734,-24.995115,1895.216557,0.01657766,2.744237102,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,five dollar slaw onion cure,Shouting,Distressed,fear
shout_data_044b9cb7-facb-4aa9-825c-e13d01369a11/final/chunk01.wav,2.486031746,0.085562247,8.62428656,0.159333333,103.1581686,70.60193001,218.1638403,248.2929128,0.174432931,0.027196284,-0.027993727,-22.118948,1090.144231,0.011136857,1.609010459,Place phone on the opposite side of the room in a bag 15/19,the thunder break craze,Talking,Not Distressed,anger
shout_data_044b9cb7-facb-4aa9-825c-e13d01369a11/final/chunk21.wav,2.566031746,0.112388267,10.04613643,0.1835,107.1559015,73.5659843,408.6693963,307.1431015,0.180559585,0.021340099,-0.041356125,-24.310444,1339.341286,0.022766789,2.727981294,Place phone on the opposite side of the room in a bag 15/19,the thunder break craze,Shouting,Not Distressed,anger
shout_data_044b9cb7-facb-4aa9-825c-e13d01369a11/final/chunk41.wav,2.645034014,0.094465289,8.152605911,0.193666667,105.3410001,72.69800316,288.2666681,310.9416875,0.182448703,0.033499901,-0.04170061,-23.783949,1155.147429,0.019237241,2.646502836,Place phone on the opposite side of the room in a bag 15/19,the thunder break craze,Talking,Not Distressed,anger
shout_data_04960e86-0cad-43c7-bba0-b554de657666/final/chunk00.wav,3.47600907,0.180432943,20.35205237,0.253333333,108.1900644,74.46264775,218.3693272,106.3007402,0.055703292,0.013810488,-0.081723378,-19.60783,2227.281442,0.038174688,2.301495972,Place phone 1-2 meters away face up on any surface 8/19,banana and mustard sandwiches,Talking,Distressed,fear
shout_data_04960e86-0cad-43c7-bba0-b554de657666/final/chunk50.wav,3.822040816,0.195883641,19.83433649,0.131,111.211851,78.83197086,495.1246422,316.6629641,0.065800541,0.011171709,-0.158422976,-21.0291,2868.645543,0.114944831,3.139717425,Place phone 1-2 meters away face up on any surface 8/19,banana and mustard sandwiches,Shouting,Distressed,fear
shout_data_04d51618-2c6a-4f9a-adc7-89ce2d7f4eff/final/chunk10.wav,3.427029478,0.424900364,4.699079146,0.071,109.5678138,78.3078959,202.7927686,297.2194069,0.197536925,0.041090523,-0.124783311,-21.619211,3961.519798,0.091242698,2.334403268,Place phone 1-2 meters away face down on a hard surface 9/19,hungry action hippos fruit,Shouting,Not Distressed,fear
shout_data_04d51618-2c6a-4f9a-adc7-89ce2d7f4eff/final/chunk40.wav,3.55600907,0.308955205,5.755111291,0.051,111.456502,79.64527005,364.8933389,368.1677781,0.176669992,0.035461834,-0.157447085,-22.345194,3938.061377,0.128868154,2.530933633,Place phone 1-2 meters away face down on a hard surface 9/19,hungry action hippos fruit,Shouting,Distressed,fear
shout_data_04d51618-2c6a-4f9a-adc7-89ce2d7f4eff/final/chunk60.wav,3.207029478,0.487522482,4.016178083,0.075,105.1766242,71.25585762,157.7894609,382.6074235,0.229079562,0.048124277,-0.026229276,-23.26858,3761.368355,0.016792149,1.559089492,Place phone 1-2 meters away face down on a hard surface 9/19,hungry action hippos fruit,Talking,Distressed,fear
shout_data_050a4295-d14c-4424-9ba1-c3e086cb4cd2/final/chunk24.wav,3.610022676,0.132549579,8.02377048,0.231375,96.32197124,63.84852631,261.9961984,470.1234031,0.208247572,0.035419873,-0.006197748,-17.951897,1679.894912,0.003447709,3.601108033,Place your phone in your pocket 6/19,fluffy baseboard yogurt division,Talking,Distressed,sadness
shout_data_052a5229-4586-418c-9e31-43a68ead0261/final/chunk50.wav,3.498004535,0.301725476,6.596301764,0.0965,109.5675497,77.88498738,113.6372098,418.4123651,0.10787192,0.026918498,-0.118327253,-19.873219,3887.266578,0.084546136,2.001143511,Hold your phone next to your face with your hand covering the mic 3/19,wolf ring lights are fantastic,Talking,Not Distressed,neutral
shout_data_0548510d-941e-4e80-8763-50740354aad9/final/chunk00.wav,3.511020408,0.136860095,12.89565726,0.336333333,109.0747798,72.48917318,158.3651812,162.5972717,0.077168898,0.018055538,-0.046482264,-21.95858,1307.670455,0.024462897,1.708914839,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,ripped ocean jumper,Shouting,Not Distressed,fear
shout_data_0548510d-941e-4e80-8763-50740354aad9/final/chunk30.wav,3.859002268,0.197575552,20.94843615,0.16975,105.373661,69.34181998,320.2558931,520.173183,0.066642874,0.009108113,-0.014107476,-26.803688,1971.663501,0.013062474,1.554806945,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,ripped ocean jumper,Shouting,Not Distressed,fear
shout_data_059e5e93-d0a0-47ad-bd5e-7de5ca539bcb/final/chunk21.wav,3.123038549,0.211657263,5.199043773,0.120666667,108.6191382,78.79298656,187.046323,404.2874833,0.12196736,0.018249896,-0.09090701,-19.763186,2596.283063,0.092818443,2.88184438,Hold your phone next to your face with your hand covering the mic 3/19,join the Ear Look club,Shouting,Not Distressed,joy
shout_data_059e5e93-d0a0-47ad-bd5e-7de5ca539bcb/final/chunk23.wav,3.825034014,0.235387074,6.65464239,0.164333333,110.1839275,79.91761058,328.8857141,178.814409,0.124173433,0.02134075,-0.110835756,-21.119259,2700.665912,0.147885219,3.137254902,Hold your phone next to your face with your hand covering the mic 3/19,join the Ear Look club,Shouting,Not Distressed,joy
shout_data_0617afff-861b-45d6-a53c-b3917c9d4d10/final/chunk00.wav,2.361043084,0.096057368,9.985080977,0,86.16243836,56.15536257,276.717562,190.0305777,0.16024638,0.030778592,-0.001103643,-27.398476,1445.734797,0.000380214,4.659042778,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,snow meteor down the chimney,Talking,Not Distressed,neutral
shout_data_064f43ab-8973-4c2b-9c0f-32fbc5ae315f/final/chunk11.wav,2.181043084,0.13536299,19.92603234,0.0752,108.3682315,78.35372371,532.373397,287.7197889,0.08104634,0.012884266,-0.161081506,-19.567629,1731.17378,0.058043015,5.502063274,Place phone on the opposite side of the room face down on a soft surface 14/19,heavy undersea birthday pumpkins,Shouting,Distressed,surprise
shout_data_068c0270-4533-4320-bccc-1328b99ded1a/final/chunk31.wav,3.047029478,0.210667466,11.36428171,0.165,108.446179,73.32618531,212.2860091,248.9095291,0.098906171,0.026981943,-0.053479522,-20.721598,2469.706075,0.025672329,2.625533311,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,zebra cats walking on lamps,Talking,Not Distressed,sadness
shout_data_073b4050-bae0-483b-95f7-e7dd33bba414/final/chunk20.wav,2.952018141,0.133831024,9.877698001,0.09975,104.7825178,71.74532923,368.8661049,272.6365793,0.160625659,0.024212616,-0.033159226,-22.907688,1696.722699,0.017313069,2.032520325,Place your phone in a bag and hold it next to your hip 7/19,hungry action hippos fruit,Shouting,Not Distressed,joy
shout_data_073b4050-bae0-483b-95f7-e7dd33bba414/final/chunk61.wav,2.941043084,0.172913078,9.305281687,0.134,104.2353443,70.37425149,399.3244471,290.5690117,0.153008653,0.027030325,-0.020828916,-23.61427,2246.008832,0.012557027,2.72016321,Place your phone in a bag and hold it next to your hip 7/19,hungry action hippos fruit,Shouting,Distressed,joy
shout_data_078c7c0e-2f6b-4854-9556-d28364ff1a9b/final/chunk60.wav,3.41600907,0.117154508,12.16165438,0.347,92.60234575,59.56914985,301.867497,270.7097343,0.125128392,0.023614836,-0.002251163,-32.699013,1419.684579,0.001217014,2.341920375,Place your phone in a bag and hold it next to your hip 7/19,five special guest treasures,Talking,Distressed,sadness
shout_data_07a187b8-98e3-4e75-9124-28ef6fdcc60e/final/chunk03.wav,2.251020408,0.156139256,13.00739397,0.085,108.7294328,79.34677875,510.4437917,302.3515295,0.140743294,0.017628744,-0.107134856,-20.203146,2305.387677,0.075436581,4.442470013,Place phone on the opposite side of the room face down on a hard surface 13/19,fluffy baseboard yogurt division,Shouting,Distressed,neutral
shout_data_07a187b8-98e3-4e75-9124-28ef6fdcc60e/final/chunk05.wav,3.269024943,0.103816905,12.08072492,0.0732,109.8029567,79.66447005,337.1785334,493.7202682,0.158986782,0.027621913,-0.146137888,-21.992022,1257.227199,0.11878293,3.670847354,Place phone on the opposite side of the room face down on a hard surface 13/19,fluffy baseboard yogurt division,Shouting,Distressed,neutral
shout_data_07eeb496-fba0-4d57-931a-eb61e214b2d2/final/chunk01.wav,2.73600907,0.197633905,9.533583632,0.147166667,108.4674395,77.98875174,289.0063347,318.3982014,0.109950667,0.024255416,-0.132679056,-20.235638,2511.916342,0.067258811,3.289473684,Place phone on the opposite side of the room in a bag 15/19,heavy undersea birthday pumpkins,Talking,Distressed,anger
shout_data_07eeb496-fba0-4d57-931a-eb61e214b2d2/final/chunk03.wav,2.82,0.20414959,10.11335445,0.1018,109.0892902,79.62392202,459.8606319,406.9126713,0.118333561,0.025529554,-0.146435888,-18.374983,2506.485849,0.101242081,3.191489362,Place phone on the opposite side of the room in a bag 15/19,heavy undersea birthday pumpkins,Shouting,Not Distressed,anger
shout_data_0810be46-fcbe-4fc0-8460-c29fd55b252c/final/chunk20.wav,4.085034014,0.197404341,11.82878839,0.072,111.9548709,80.02762147,289.0864875,174.6381754,0.091152175,0.018334931,-0.186601727,-21.12068,2253.304504,0.161982658,2.203182375,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,snow meteor down the chimney,Shouting,Not Distressed,fear
shout_data_0810be46-fcbe-4fc0-8460-c29fd55b252c/final/chunk30.wav,3.483038549,0.175865325,10.50688414,0.061,108.8808399,76.28878454,93.92753663,33.74635241,0.104022622,0.016618985,-0.117440107,-17.967712,1484.446674,0.058263381,2.296870514,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,snow meteor down the chimney,Talking,Distressed,fear
shout_data_081c11c3-f058-438a-8dc1-fa48c61f221e/final/chunk22.wav,2.674013605,0.224310513,11.74080293,0.15425,102.3204127,69.93677216,212.8946816,182.6123622,0.09314747,0.024145802,-0.023169581,-23.106108,2408.646663,0.010312901,2.991772625,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,zebra cats walking on lamps,Talking,Not Distressed,sadness
shout_data_0885c617-3b88-4226-876c-da694e5cc585/final/chunk30.wav,3.275011338,0.100410569,8.146562474,0.1375,105.0304784,70.40348266,310.4801794,146.9164375,0.166345094,0.030498323,-0.016615216,-27.0139,1222.783076,0.014115953,2.442748092,Place phone 1-2 meters away in a bag 11/19,heavy undersea birthday pumpkins,Talking,Not Distressed,fear
shout_data_08a2b876-eaf2-4157-92ca-2c14c225b114/final/chunk61.wav,3.253015873,0.15334109,7.980898109,0.0685,108.7974562,78.00246549,336.0640091,147.4794494,0.133549301,0.017470665,-0.102605035,-24.426626,1961.142418,0.080604246,2.766676914,Place phone on the opposite side of the room face up on any surface 12/19,five dollar slaw onion cure,Shouting,Not Distressed,neutral
shout_data_08b77128-7979-4ea8-b4d3-d99ce05aba2b/final/chunk31.wav,3.834013605,0.148328666,9.741056476,0.21325,106.1226772,74.96245992,237.920026,183.3299064,0.06739572,0.014148153,-0.051531155,-22.38751,1734.440104,0.047350413,2.869066249,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,five special guest treasures,Shouting,Not Distressed,anger
shout_data_08e24438-a00c-4180-9ecf-6d094277ce88/final/chunk20.wav,2.033015873,0.163496538,12.23100543,0,86.11747203,54.31531075,186.4111169,122.9247615,0.142969551,0.014958975,-0.000676596,-28.576288,1901.873364,0.00021347,2.951313368,Place phone 1-2 meters away in a bag 11/19,banana and mustard sandwiches,Talking,Not Distressed,disgust
shout_data_08e24438-a00c-4180-9ecf-6d094277ce88/final/chunk50.wav,3.248979592,0.218003627,13.13004279,0.1398,105.9298675,69.33403699,354.6647294,277.508346,0.161881533,0.015619394,-0.010972772,-27.69258,2300.563525,0.010953045,2.462311558,Place phone 1-2 meters away in a bag 11/19,banana and mustard sandwiches,Shouting,Distressed,disgust
shout_data_090b450b-3e91-4f5a-a236-9871759e8202/final/chunk50.wav,3.298004535,0.152896908,5.150227459,0.122,105.1251089,70.77911145,387.3942511,336.7304977,0.167774106,0.023656813,-0.025584731,-23.793198,2003.074597,0.015506117,2.122498484,Place phone 1-2 meters away face down on a hard surface 9/19,five special guest treasures,Talking,Distressed,disgust
shout_data_09301238-c88f-49cb-98fd-59a99c2b8f6b/final/chunk30.wav,3.373015873,0.179065443,7.535822205,0.1875,101.1960425,66.0612922,264.9034743,208.3534838,0.161688269,0.023116334,-0.007267413,-23.659765,2386.706427,0.005349332,2.668247851,Place phone 1-2 meters away face down on a hard surface 9/19,heavy undersea birthday pumpkins,Talking,Not Distressed,anger
shout_data_0935a04f-0107-4ecb-87a5-642878803a2a/final/chunk10.wav,3.062040816,0.215798118,12.99247469,0.23,96.56448116,62.90754811,302.3110428,438.4139308,0.134962612,0.018895177,-0.003771819,-30.352139,2487.792969,0.002343815,2.286087524,Place phone 1-2 meters away face up on any surface 8/19,another dog secretary show,Talking,Not Distressed,joy
shout_data_0967e48d-4f08-41c2-a6a9-b04ed120e4ee/final/chunk21.wav,2.279002268,0.158065025,9.583123171,0.15475,110.4178757,79.24689664,417.4181122,391.9704589,0.113298857,0.023567188,-0.144226001,-18.446968,2055.05257,0.074529108,2.632733655,Place phone 1-2 meters away face down on a soft surface 10/19,ripped ocean jumper,Shouting,Not Distressed,disgust
shout_data_096d65c8-7440-4182-9c04-91fd0ec10f8f/final/chunk00.wav,3.394013605,0.179528061,7.097806048,0,110.9614018,79.19101822,324.2302702,345.9094157,0.166953277,0.024987693,-0.152957862,-22.55892,3768.588362,0.110759164,1.767825575,Place phone 1-2 meters away face up on any surface 8/19,another dog secretary show,Talking,Not Distressed,surprise
shout_data_096d65c8-7440-4182-9c04-91fd0ec10f8f/final/chunk40.wav,3.504036281,0.317489523,4.329598686,0,110.6262061,79.53284864,142.0733291,79.54238688,0.168432038,0.021430445,-0.170022759,-18.375187,3361.393427,0.123849816,2.568493151,Place phone 1-2 meters away face up on any surface 8/19,another dog secretary show,Talking,Distressed,surprise
shout_data_0978cf8d-64ef-4563-b8ab-c6ff95988bc0/final/chunk11.wav,2.428027211,0.272460938,7.672046564,0.221666667,101.239114,67.4540904,331.8428782,375.0492558,0.176360961,0.030901406,-0.005692467,-28.653027,5229.646382,0.005270431,2.059308072,Place phone on the opposite side of the room face up on any surface 12/19,ripped ocean jumper,Shouting,Distressed,surprise
shout_data_0988625b-72b0-4a83-b878-e3378713f1a4/final/chunk20.wav,3.79600907,0.126307046,13.90098528,0.156333333,101.421807,67.49348111,393.9107063,380.0858934,0.190834918,0.02821475,-0.009803105,-26.020176,1606.785463,0.008394696,3.161222339,Place phone 1-2 meters away in a bag 11/19,fluffy baseboard yogurt division,Shouting,Distressed,disgust
shout_data_09b0540c-f886-47ff-89a7-063568bae0ef/final/chunk01.wav,2.564036281,0.088572459,7.099625142,0.2065,106.7558763,75.37058251,222.9326955,153.3768477,0.157835762,0.021133628,-0.064878139,-21.251484,1044.865145,0.03449363,1.950078003,Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19,the thunder break craze,Shouting,Not Distressed,neutral
shout_data_09b0540c-f886-47ff-89a7-063568bae0ef/final/chunk41.wav,2.312018141,0.089038086,7.570688618,0.198333333,96.99087418,65.50636985,144.8137069,374.0402123,0.179129398,0.0174441,-0.008473155,-23.945654,862.8672235,0.003195056,2.595155709,Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19,the thunder break craze,Talking,Not Distressed,neutral
shout_data_09be6a1c-26be-4f58-883b-f0b50a8248c9/final/chunk41.wav,2.998004535,0.108447266,11.5395128,0.146833333,111.7383858,76.04935904,422.4442968,293.0446899,0.129788354,0.02267388,-0.064823533,-24.142076,1303.523936,0.047288937,3.669112742,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,wolf ring lights are fantastic,Shouting,Not Distressed,neutral
shout_data_09c632ba-116a-4fc5-9f96-2ced0929cc63/final/chunk41.wav,2.574013605,0.298251865,17.66489389,0.174666667,100.7181653,68.12980511,528.0347167,290.8505096,0.117185528,0.012429226,-0.010398613,-27.09533,3329.384039,0.00653158,2.331002331,Hold your phone next to your face but with the mic/phone facing away from your face 2/19,the thunder break craze,Shouting,Not Distressed,fear
shout_data_09f767d0-2d3a-4647-849f-698f9e13e2aa/final/chunk40.wav,3.19600907,0.142634737,11.88206804,0.188,95.30130871,62.94492032,194.1069777,119.0763472,0.111611009,0.021515541,-0.005055877,-24.733795,1842.109375,0.002471264,2.503128911,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,heavy undersea birthday pumpkins,Talking,Distressed,fear
shout_data_09f8dc6b-87c5-4cbf-8896-9b249357243f/final/chunk00.wav,4.615011338,0.250836703,15.01255361,0.206142857,111.8700569,77.37123715,409.4987063,258.31952,0.08242843,0.015280275,-0.086588111,-21.299105,2832.635681,0.099416762,2.600216685,Hold your phone next to your hip with the back of phone on your palm 4/19,heavy undersea birthday pumpkins,Shouting,Not Distressed,neutral
shout_data_0a9e1792-f8c2-4125-9e90-c0c6bb8f4632/final/chunk01.wav,3.282040816,0.145397777,9.131394625,0.22075,107.812586,74.08760194,294.3908105,222.3671428,0.154600946,0.020728972,-0.051811959,-23.930866,1677.988028,0.033055161,2.437538087,Hold your phone next to your hip with the back of phone on your palm 4/19,another dog secretary show,Shouting,Not Distressed,anger
shout_data_0a9e1792-f8c2-4125-9e90-c0c6bb8f4632/final/chunk31.wav,3.665034014,0.148950504,11.84180989,0.138142857,108.9001623,75.41569145,420.6787408,299.992783,0.149088837,0.021898959,-0.063650784,-22.905931,1839.503089,0.050222457,3.274215553,Hold your phone next to your hip with the back of phone on your palm 4/19,another dog secretary show,Shouting,Not Distressed,anger
shout_data_0aa00870-3e46-40f2-a3c3-c4db73f02737/final/chunk02.wav,3.862131519,0.209332312,10.73822377,0.15,107.8723959,74.25685135,374.5926403,451.5681995,0.170494511,0.025360117,-0.043650569,-23.048676,5962.745351,0.040506314,2.848188326,Place phone as far away as possible while on on the opposite side of a wall from you face down on a hard surface 17/19,wolf ring lights are fantastic,Shouting,Distressed,anger
